name,space,neighbourhood_cleansed,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,amenities,square_feet,price,cleaning_fee,minimum_nights,maximum_nights,reviews_per_month,host_acceptance_rate
Unique private room and bathroom in Brownstone,"Enjoy your stay in New York City from your private suite in Harlem.  Your room is approximately 250 sq feet, with 3 windows with southern exposure, overlooking a quiet tree lined street. There is a king size bed, with orthopedic mattress, a large closet, a chest with drawers and a desk. There is also an armchair that can be opened and become a comfortable extra single bed, suitable for a child or young adult. If necessary, we can provide a crib for small children. Sorry, no TV in the room, but we have WiFi and subscription to Netflix and Amazon if you want to watch a movie on you laptop or iPad. You will also have a private bathroom, with a bathtub and marble floors. The apartment has been renovated 4 years ago, so everything is new and in perfect conditions. There is centralized heating and air condition.  We generally only rent the bedroom and bathroom, meaning that there is no access to the rest of the house. Nevertheless, depending on the length of the stay or other circumstances, ",Harlem,40.81169,-73.94355,Apartment,Private room,1,1,2,"{Wifi,""Air conditioning"",""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Stair gates"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",,$75.00,$40.00,2,365,0.92,34%
"Lincoln Center Studio, Clean&Sunny!","Its my sweet home available to you - yes, the ENTIRE apartment! Very clean, sunny, 5 min walk from Lincoln Center, 1 min walk from 72nd Subway station. Too convenient~ Everything in the neighborhood is 24/7 open, so much arts going on near Lincoln Center, Moma, Carnegie Hall, Museum of Natural History. And if you are not an art lover, you can go to Central Park in 1 min walk from the house. Two gigantic grocery stores - Fairway & Trader Joe's are on the next block. Fully furnished, high speed Wifi wireless, 24 hrs doorman, laundry in the building. It is a PERFECT STUDIO FOR YOUR VACATION OR WORK! ",Upper West Side,40.77577,-73.98258,Apartment,Entire home/apt,1,2,1,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",,$99.00,$110.00,2,14,0.41,25%
21 day Chelsea Apartment rental,"Large one bedroom in Chelsea district of Manhattan.  This is a one Bedroom which could accommodate one person or a couple.  It is close to all public transportation, nightlife, shopping. This is a doorman building so very safe environment.  My wife and i will be moving at the begining of the month but the lease isn't up till April 30th, the apartment will be scarcely furnished but will provide Blow-up Mattress, Table and Chairs, and dresser.  If there's anything else you need please let me know. You will be very happy here.",Flatiron District,40.74253,-73.9916,Apartment,Private room,1,1,1,"{Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Washer/Dryer,Doorman,Elevator,Heating,Washer,Dryer}",600,$160.00,,21,21,,N/A
"Heavy Sun, Quiet, Arty 1 Bedroom","Decent size apartment on top floor of apartment building in Sunset Park with great sunlight and views— three SouthWest-facing windows, one each in Kitchen, Living Room and Bedroom. Can see the New York Harbor, the traffic on the BQE, New Jersey -- it's quite nice. Entirely private space with only one adjacent neighbor and all of the amenities I have built up in three years.  -- 32"" flat screen television with cable stations -- wireless internet -- gas range -- zojirushi rice maker -- stereo system w/ record player, CD + DVD player -- fold-out futon bed in living room -- Space heater Bedroom has a nice, ultra-padded queen-sized bed which is perfect for a couple or one person. Works either way. Neighborhood is working class and kind of mellow. Great benefit is close express stop subway access -- 1/2 block away (less than 5 minute walk, door-to-platform) to the N-R 59th street station. N is express, two stops to downtown Brooklyn (9 minutes) and three to Manhattan at Canal Street via the ",Sunset Park,40.64372,-74.02066,Apartment,Entire home/apt,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",,$70.00,$20.00,18,30,0.2,67%
NYC Lower East Side 1 BR + office,"** Looking for a subletter that can rent my apartment starting May 31/June 1st, 2020** My apartment on the Lower East Side is available for sublet. It's a 2 bedroom apt, but one room is used as an office space. It's perfect for a single person or a couple. It's about 500 sq ft, and very quiet. The bedroom has a queen-size bed, and the office is actually bigger than the bedroom, but the pictures don't really convey that. It's really sunny with lots of windows and high ceilings and in good shape. The kitchen is open into the LR, and you can actually cook here. There is a dining table that opens up larger if needed. **There is now a new 24"" flat screen HDTV in the living room, and an AC in the office.** It's on Rivington St., near Ridge in a 5th floor walk-up near many bars, restaurants, galleries. It would be great for people in the arts. There is a laundromat right downstairs, and the apartment is a 6-minute walk to the subway. It's a great neighborhood with a lot going on, and walking ",Lower East Side,40.71742,-73.98313,Apartment,Entire home/apt,1,1,0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Cooking basics"",""Host greets you""}",,$135.00,$150.00,80,365,0.04,17%
Best West Village/Meatpacking Space,"A large, spacious private room with private bath in a unique West Village luxury townhouse; If you want to feel like you are living in the West Village, this is as close as you can get. Modern furnishing, beautiful light; across the street from park; walking distance to restaurants, downtown attractions; Meatpacking district; hottest shops, etc. But it's the unique NYC downtown cool vibe that will bring you back. Wifi and cable TV available in the room. Host is a grad student and writer, born and raised New Yorker, who works quietly in a separate part of the townhouse. You want the inside skinny on New York's more fabulous lifestyle? You'll find it here. -Private bathroom -WiFi -Cable TV -Real bed, desks -Several closets -Close to 1,A,B,C,D,E,F,M trains, all in walking distance -Across the street from Hudson River Park -Walking distance to Meatpacking District; Highline Park; Bleecker Street shopping -Quiet, clean -Private entrance townhouse For those interested in a gym option, the to",West Village,40.73104,-74.00879,Apartment,Private room,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Gym,""Pets live on this property"",Dog(s),Heating}",,$195.00,$50.00,1,30,0.07,0%
ARTY 2 BED EAST VILLAGE GEM,"The Manhattan apartment: - Is a cute two bedroom with combined dining area and kitchen in the heart of the east village. - North facing so great light in the bedrooms. - Free wifi - Hardwood floors throughout apartment - One bathroom - shower and tub combination - This is also a pre-war building - I chose it because it has character but it is also not the newest building - I love it - because it has character - If you are looking for all marble luxury apt I am not the place for you - but if you are looking for a truly bohemian creative comfortable space you will love it .... - Fully equipped kitchen (microwave, toaster, gas oven, coffee machine, fridge freezer, etc) - No cigarette smoking in the apartment, but fine if you want to smoke in the common garden area out back or go up to the roof. - Third floor walk up. - Washer and dryer in the basement. - The apt is filled with lots of original art and personal signature design peices and if I say so myself just has a really cool chill vib",East Village,40.72143,-73.98117,Apartment,Entire home/apt,1,2,2,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Long term stays allowed"",Other}",,$189.00,$100.00,3,1125,2.85,100%
Williamsburg Loft: Amazing Sublet,"Welcome SPRING in NYC - A beautiful Loft for sublet in Williamsburg SPECTACULAR Authentic loft with high ceiling (18 feet!) huge windows, lots of light, and magnificent views of Manhattan skyline.  At the heart of Williamsburg, the trendiest neighborhood in NYC, one stop from Manhattan.Minutes from cafes, restaurants, bars, and stores, 10 minutes walk to the Bedford stop on the L train, Easy access to the East River Ferry, Marcy J,M,Z trains, Metropolitan G train, B61, Q59 Buses. On a clear day please enjoy a nice walk/ride over the Williamsburg Bridge to go the city. We offer a spacious bedroom with a queen size bed, a private toilette, an antique claw foot soaking tub and a private entrance. An airbed and a portable crib are also available. $140 a night, minimum three nights. Serious inquiries only, responsible and mature people! Thanks.   ",Williamsburg,40.71682,-73.96369,Loft,Private room,1,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer}",400,$160.00,$80.00,5,14,,N/A
Artist 2BR in Park Slope w/backyard,"This Floor-Through Apartment has: - Beautiful living room with a brick wall and a sectional couch - huge kitchen with tall/original ceilings. nice and bright with a dining table - one large bedroom with two bright windows - one living/computer room with brick wall detail, could be used as a 2nd Bedroom - private backyard that's twice the size of an apartment with patio furniture, grill, lounge chairs, hammock, etc - beautiful brick-wall bathroom with bathtub - high speed internet, electricity, gas and water are available to guests the apartment is located in one of the best NYC neighborhoods - a safe and beautiful brooklyn Park Slope area 3 blocks away from Prospect Park, Grand Army Plaza, multiple movie theaters, etc. All top shopping/restaurants are just around the corner on 5th ave. Lots of coffee shops, vintage stores, etc, be sure to explore this area, don't miss out. R train stop to to manhattan is half-block away, F, Q, B, N, D, 1, 2, 3, 4, 5 trains within a 10 minute beautiful ",Park Slope,40.67725,-73.9821,Apartment,Entire home/apt,1,2,2,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",,$178.00,$50.00,8,90,0.09,33%
Spacious 2BR near Botanic Garden,"Please contact us before sending a reservation request, as we have too many variables to always keep our calendar 100% accurate.   Next available chunk of available time is June 12-July 2.  We also may be seeking long-term (12 months or so) subletters starting after August 7. Experience the heartbeat of Brooklyn in our very spacious third floor 2BR apartment in a historic elevator building.  Stroll down the world's first parkway along tree-lined brick pathways to the Brooklyn Museum (.6 mile), Botanic Gardens! (.6 mile) and the famous Prospect Park (.7 mile).   It's hard to believe these lovely, wide open spaces exist only 1/2 block from the 3 train at Nostrand Avenue (or 2 blocks from the 2/5 at President, or 2.5 long blocks to the 4/5 at Franklin), making Times Square a mere 40 minutes away.   Traditionally West Indian, the neighborhood of Crown Heights is quickly attracting trendy restaurants and shops like its chic neighbor across the park, Park Slope and the thriving neighborhood ",Crown Heights,40.66888,-73.95292,Apartment,Entire home/apt,1,2,3,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",950,$145.00,$110.00,7,500,0.48,91%
